GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,ABK001,ABK002,ABK003,ABK004,ABK005,ABK006,ABK007,ABK008,ABK009,ABK010,ABK011,ABK012,ABK013,ABK014,ABK015,ABK016,ABL001,ABB001,ABB002,ABB003,ABB004,ABB005,ABB006
"G3600130","1820","New York","360","Chautauqua","0130","Chautauqua",0,1,0,0,0,2,0,0,2,0,2,1,2,1,0,2,0,6590,5965,1,2,5,5
"G3600170","1820","New York","360","Chenango","0170","Chenango",1,1,0,1,1,1,1,1,41,21,21,10,37,24,24,11,0,15758,15261,3,4,93,96
"G3600190","1820","New York","360","Clinton","0190","Clinton",0,0,0,0,0,0,1,1,20,14,7,7,21,10,11,6,0,6510,5462,0,2,48,48
"G3600210","1820","New York","360","Columbia","0210","Columbia",140,131,59,44,125,132,75,55,191,151,103,80,189,117,132,90,0,18078,18438,374,387,525,528
"G3600230","1820","New York","360","Cortland","0230","Cortland",2,0,0,0,0,1,0,0,10,5,6,2,3,9,6,7,0,8378,8078,2,1,23,25
"G3600250","1820","New York","360","Delaware","0250","Delaware",7,14,9,3,7,10,5,1,20,10,5,8,13,14,8,4,0,13441,13008,33,23,43,39
"G3600270","1820","New York","360","Dutchess","0270","Dutchess",154,159,38,32,132,125,84,48,317,133,180,134,345,197,214,165,0,22374,21784,383,389,764,921
"G3600310","1820","New York","360","Essex","0310","Essex",1,1,1,0,0,0,0,0,10,3,3,3,3,2,2,2,0,6581,6199,3,0,19,9
"G3600330","1820","New York","360","Franklin","0330","Franklin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2361,2078,0,0,0,0
"G3600370","1820","New York","360","Genesee","0370","Genesee",16,4,0,0,8,4,2,1,17,6,16,4,13,17,6,3,28,30267,27681,20,15,43,39
"G3600390","1820","New York","360","Greene","0390","Greene",0,16,23,23,3,15,21,33,153,76,55,27,135,107,47,37,0,11283,10942,62,72,311,326
"G3600410","1820","New York","360","Hamilton","0410","Hamilton",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,666,583,1,0,1,0
"G3600430","1820","New York","360","Herkimer","0430","Herkimer",0,16,15,3,4,15,11,8,51,23,12,11,54,21,10,6,72,15653,15032,34,38,97,91
"G3600450","1820","New York","360","Jefferson","0450","Jefferson",0,1,0,0,1,3,0,0,32,23,17,7,19,18,12,7,0,17599,15213,1,4,79,56
"G3600470","1820","New York","360","Kings","0470","Kings",211,134,96,78,145,76,63,76,163,90,107,50,163,121,131,57,0,4912,4514,519,360,410,472
"G3600490","1820","New York","360","Lewis","0490","Lewis",0,0,0,0,0,0,0,0,10,6,4,2,7,8,5,1,0,4820,4364,0,0,22,21
"G3600530","1820","New York","360","Madison","0530","Madison",0,0,0,1,5,2,2,0,34,24,12,16,42,29,15,10,0,16280,15736,1,9,86,96
"G3600570","1820","New York","360","Montgomery","0570","Montgomery",0,76,53,38,0,83,65,34,168,66,19,34,182,44,35,23,8,18496,18145,167,182,287,284
"G3600610","1820","New York","360","New York","0610","New York",73,71,22,11,110,123,55,53,1281,920,1387,606,1491,1851,1998,834,0,55312,57508,177,341,4194,6174
"G3600630","1820","New York","360","Niagara","0630","Niagara",1,2,0,0,1,5,2,4,13,10,9,4,13,8,9,1,0,12199,10709,3,12,36,31
"G3600650","1820","New York","360","Oneida","0650","Oneida",0,1,0,2,1,4,1,0,82,41,34,15,64,73,46,13,0,25711,24909,3,6,172,196
"G3600670","1820","New York","360","Onondaga","0670","Onondaga",10,10,2,3,9,17,4,4,44,20,16,16,44,25,17,13,0,21107,20106,25,34,96,99
"G3600690","1820","New York","360","Ontario","0690","Ontario",0,0,0,0,0,0,0,0,154,76,78,45,150,102,87,35,0,44936,42604,0,0,353,374
"G3600710","1820","New York","360","Orange","0710","Orange",223,161,77,46,251,203,111,53,173,99,121,87,192,104,107,86,0,19952,19167,507,618,480,489
"G3600750","1820","New York","360","Oswego","0750","Oswego",0,0,0,0,0,0,0,0,8,4,3,2,5,7,2,1,0,6505,5837,0,0,17,15
"G3600770","1820","New York","360","Otsego","0770","Otsego",0,1,3,0,0,7,4,1,53,37,24,5,49,41,21,5,0,22303,22302,4,12,119,116
"G3600790","1820","New York","360","Putnam","0790","Putnam",7,14,5,0,6,12,3,2,34,20,17,12,30,21,20,12,0,5555,5498,26,23,83,83
"G3600810","1820","New York","360","Queens","0810","Queens",131,76,40,42,98,62,41,69,627,344,233,156,550,315,245,178,0,9272,9040,289,270,1360,1288
"G3600830","1820","New York","360","Rensselaer","0830","Rensselaer",94,75,28,20,72,72,45,27,86,75,70,46,115,80,101,59,39,19543,19506,217,216,277,355
"G3600850","1820","New York","360","Richmond","0850","Richmond",118,101,58,54,79,49,31,42,20,6,10,7,15,7,7,6,0,2835,2690,331,201,43,35
"G3600870","1820","New York","360","Rockland","0870","Rockland",0,19,30,17,0,19,18,21,105,63,24,22,107,42,22,27,0,4250,4051,66,58,214,198
"G3600890","1820","New York","360","St Lawrence","0890","St Lawrence",1,2,0,0,2,3,0,0,1,3,3,0,2,2,2,1,0,8503,7512,3,5,7,7
"G3600910","1820","New York","360","Saratoga","0910","Saratoga",6,17,5,8,14,30,26,17,101,56,40,34,102,80,55,36,0,17851,17574,36,87,231,273
"G3600930","1820","New York","360","Schenectady","0930","Schenectady",0,19,12,15,0,21,20,15,114,35,35,32,101,52,55,30,205,6305,6015,46,56,216,238
"G3600950","1820","New York","360","Schoharie","0950","Schoharie",57,35,52,19,51,36,28,24,51,47,26,21,54,29,25,11,7,11570,11011,163,139,145,119
"G3600990","1820","New York","360","Seneca","0990","Seneca",14,19,6,1,15,20,5,4,54,20,17,12,39,13,15,10,0,11976,11379,40,44,103,77
"G3601010","1820","New York","360","Steuben","1010","Steuben",14,6,1,3,9,6,3,4,33,16,11,9,25,19,11,6,0,11457,10356,24,22,69,61
"G3601030","1820","New York","360","Suffolk","1030","Suffolk",63,60,31,17,52,54,32,14,203,64,141,115,235,128,159,121,342,11191,11250,171,152,523,643
"G3601050","1820","New York","360","Sullivan","1050","Sullivan",18,8,5,0,14,13,8,3,8,3,3,3,7,2,3,4,0,4579,4219,31,38,17,16
"G3601070","1820","New York","360","Tioga","1070","Tioga",43,14,5,4,12,15,5,6,5,7,4,4,3,6,1,2,0,8712,8123,66,38,20,12
"G3601090","1820","New York","360","Tompkins","1090","Tompkins",1,4,0,0,0,0,1,0,14,4,8,5,14,11,8,2,0,10536,10073,5,1,31,35
"G3601110","1820","New York","360","Ulster","1110","Ulster",336,225,158,108,222,200,154,120,129,47,82,45,116,62,80,36,0,14829,13985,827,696,303,294
"G3601130","1820","New York","360","Warren","1130","Warren",1,0,1,0,3,1,0,1,2,1,1,1,1,2,0,2,0,4808,4628,2,5,5,5
"G3601150","1820","New York","360","Washington","1150","Washington",26,19,8,13,20,25,29,10,43,42,26,20,42,38,21,22,0,19526,18901,66,84,131,123
"G3601190","1820","New York","360","Westchester","1190","Westchester",0,34,45,34,0,20,45,27,342,210,165,104,355,220,146,96,0,15479,15316,113,92,821,817
"G3700070","1820","North Carolina","370","Anson","0070","Anson",846,408,298,118,873,464,349,120,28,20,12,18,29,10,12,18,0,4603,4308,1670,1806,78,69
"G3700090","1820","North Carolina","370","Ashe","0090","Ashe",75,32,21,7,55,37,22,1,13,8,4,2,6,2,3,2,0,2093,1952,135,115,27,13
"G3700130","1820","North Carolina","370","Beaufort","0130","Beaufort",831,411,449,210,744,402,390,218,83,35,25,13,64,38,49,19,0,2914,2955,1901,1754,156,170
"G3700150","1820","North Carolina","370","Bertie","0150","Bertie",1339,691,615,332,1184,683,549,332,58,27,24,16,66,25,24,10,0,2278,2552,2977,2748,125,125
"G3700170","1820","North Carolina","370","Bladen","0170","Bladen",634,364,248,136,662,330,247,167,38,16,13,11,19,17,10,18,0,2076,2270,1382,1406,78,64
"G3700190","1820","North Carolina","370","Brunswick","0190","Brunswick",517,277,249,153,482,318,224,114,45,24,14,18,42,29,16,21,0,1495,1442,1196,1138,101,108
"G3700210","1820","North Carolina","370","Buncombe","0210","Buncombe",265,157,76,32,224,149,100,39,9,4,4,2,6,1,4,3,0,4861,4606,530,512,19,14
"G3700230","1820","North Carolina","370","Burke","0230","Burke",540,199,145,66,454,242,190,81,15,6,6,4,28,9,6,1,0,5801,5618,950,967,31,44
"G3700250","1820","North Carolina","370","Cabarrus","0250","Cabarrus",444,214,111,73,352,222,129,54,9,3,0,2,2,0,1,0,0,2850,2782,842,757,14,3
"G3700290","1820","North Carolina","370","Camden","0290","Camden",423,205,199,140,364,182,146,90,26,13,5,6,28,15,19,5,0,2194,2287,967,782,50,67
"G3700310","1820","North Carolina","370","Carteret","0310","Carteret",310,155,120,70,320,160,123,71,32,16,8,6,15,13,13,6,0,2056,2115,655,674,62,47
"G3700330","1820","North Carolina","370","Caswell","0330","Caswell",1391,666,522,192,1277,741,433,195,73,52,27,12,67,24,28,10,0,3818,3725,2771,2646,164,129
"G3700370","1820","North Carolina","370","Chatham","0370","Chatham",936,482,306,185,932,492,306,169,55,22,10,13,43,16,14,10,0,4315,4355,1909,1899,100,83
"G3700410","1820","North Carolina","370","Chowan","0410","Chowan",761,494,380,201,734,384,342,173,33,13,9,14,26,16,15,30,0,1402,1437,1836,1633,69,87
"G3700470","1820","North Carolina","370","Columbus","0470","Columbus",205,99,96,53,217,105,94,44,27,12,7,3,13,5,6,4,0,1458,1464,453,460,49,28
"G3700490","1820","North Carolina","370","Craven","0490","Craven",1400,650,316,160,1420,651,320,170,350,220,145,160,354,221,140,154,0,3170,3393,2526,2561,875,869
"G3700510","1820","North Carolina","370","Cumberland","0510","Cumberland",1054,576,510,254,1036,613,476,232,121,57,62,48,128,64,51,33,0,4610,4521,2394,2357,288,276
"G3700530","1820","North Carolina","370","Currituck","0530","Currituck",431,252,180,115,403,229,141,103,29,19,15,12,33,20,11,7,0,3087,3011,978,876,75,71
"G3700610","1820","North Carolina","370","Duplin","0610","Duplin",908,475,336,155,796,444,338,147,20,8,3,1,14,7,4,4,0,2913,3171,1874,1725,32,29
"G3700650","1820","North Carolina","370","Edgecombe","0650","Edgecombe",1398,707,580,276,1327,651,514,292,68,27,14,18,66,31,26,8,0,3573,3700,2961,2784,127,131
"G3700690","1820","North Carolina","370","Franklin","0690","Franklin",1067,583,444,243,1126,595,427,224,40,15,18,8,33,21,18,6,0,2411,2462,2337,2372,81,78
"G3700730","1820","North Carolina","370","Gates","0730","Gates",358,362,214,808,394,312,194,43,22,13,12,0,57,26,18,15,0,1998,1991,1742,943,47,116
"G3700770","1820","North Carolina","370","Granville","0770","Granville",2048,1078,1102,431,2049,1112,830,421,131,80,54,44,72,60,43,37,0,4296,4328,4659,4412,309,212
"G3700790","1820","North Carolina","370","Greene","0790","Greene",561,241,193,118,528,230,197,106,29,10,3,5,6,6,4,2,0,1122,1172,1113,1061,47,18
"G3700810","1820","North Carolina","370","Guilford","0810","Guilford",430,245,141,57,438,121,117,62,57,21,19,19,50,17,11,14,0,6562,6130,873,738,116,92
"G3700830","1820","North Carolina","370","Halifax","0830","Halifax",2269,1150,926,503,2147,1153,850,452,329,160,123,137,314,203,142,143,0,3181,3055,4848,4602,749,802
"G3700870","1820","North Carolina","370","Haywood","0870","Haywood",67,35,22,7,73,53,10,7,5,1,2,1,6,2,1,1,0,1888,1892,131,143,9,10
"G3700910","1820","North Carolina","370","Hertford","0910","Hertford",722,394,355,205,736,391,246,195,167,86,68,55,176,91,87,58,0,1796,1884,1676,1568,376,412
"G3700950","1820","North Carolina","370","Hyde","0950","Hyde",330,168,208,95,349,168,157,105,30,24,12,6,16,27,17,14,0,1599,1642,801,779,72,74
"G3700970","1820","North Carolina","370","Iredell","0970","Iredell",736,370,217,115,776,376,285,113,6,1,6,2,6,1,3,0,0,5040,5018,1438,1550,15,10
"G3701010","1820","North Carolina","370","Johnston","1010","Johnston",749,397,289,153,752,357,249,140,35,14,10,4,29,11,10,2,0,3225,3181,1588,1498,63,52
"G3701030","1820","North Carolina","370","Jones","1030","Jones",684,351,278,126,628,336,227,134,34,19,19,10,29,18,13,10,0,1148,1152,1439,1325,82,70
"G3701070","1820","North Carolina","370","Lenoir","1070","Lenoir",837,409,298,150,811,404,299,146,30,14,14,8,18,19,6,5,0,1594,1737,1694,1660,66,48
"G3701090","1820","North Carolina","370","Lincoln","1090","Lincoln",877,431,291,120,769,402,319,120,7,3,2,5,7,2,1,0,0,7576,7215,1719,1610,17,10
"G3701170","1820","North Carolina","370","Martin","1170","Martin",583,375,366,253,545,330,280,118,32,11,9,3,18,8,6,5,0,1593,1785,1577,1273,55,37
"G3701190","1820","North Carolina","370","Mecklenburg","1190","Mecklenburg",1300,570,415,183,1236,626,655,196,13,4,1,4,3,2,1,1,0,5872,5813,2468,2713,22,7
"G3701230","1820","North Carolina","370","Montgomery","1230","Montgomery",429,236,161,115,393,227,158,96,3,2,4,4,2,1,1,1,0,3469,3391,941,874,13,5
"G3701250","1820","North Carolina","370","Moore","1250","Moore",334,175,119,37,301,171,118,41,14,3,9,4,12,6,5,1,0,2873,2905,665,631,30,24
"G3701270","1820","North Carolina","370","Nash","1270","Nash",894,375,267,182,848,376,314,189,50,27,16,10,59,21,25,10,0,2258,2264,1718,1727,103,115
"G3701290","1820","North Carolina","370","New Hanover","1290","New Hanover",1123,596,639,350,1182,689,664,318,33,20,23,26,38,31,30,18,0,2634,2452,2708,2853,102,117
"G3701310","1820","North Carolina","370","Northampton","1310","Northampton",1793,859,666,448,1668,824,602,403,185,77,54,47,189,82,53,38,0,2538,2716,3766,3497,363,362
"G3701330","1820","North Carolina","370","Onslow","1330","Onslow",725,299,261,169,592,309,265,157,20,6,4,7,12,2,6,3,0,2095,2084,1454,1323,37,23
"G3701350","1820","North Carolina","370","Orange","1350","Orange",1492,801,527,237,1468,819,539,270,104,88,42,34,137,75,53,29,0,8483,8294,3057,3096,268,294
"G3701390","1820","North Carolina","370","Pasquotank","1390","Pasquotank",574,335,322,214,491,279,225,176,110,53,54,88,94,55,52,26,0,2444,2416,1445,1171,305,227
"G3701430","1820","North Carolina","370","Perquimans","1430","Perquimans",542,321,240,173,517,307,214,151,47,24,12,17,50,26,23,14,0,2048,2131,1276,1189,100,113
"G3701450","1820","North Carolina","370","Person","1450","Person",890,426,430,144,850,484,308,142,16,3,13,4,21,12,6,5,0,2660,2615,1890,1784,36,44
"G3701470","1820","North Carolina","370","Pitt","1470","Pitt",1001,547,445,220,937,512,372,207,6,6,4,2,5,1,3,2,0,2864,2867,2213,2028,18,11
"G3701510","1820","North Carolina","370","Randolph","1510","Randolph",296,135,65,52,279,145,67,41,51,30,21,19,51,24,21,11,0,5038,4979,548,532,121,107
"G3701530","1820","North Carolina","370","Richmond","1530","Richmond",543,281,143,52,543,204,196,59,13,9,5,4,13,10,1,2,0,2740,2719,1019,1002,31,26
"G3701550","1820","North Carolina","370","Robeson","1550","Robeson",435,211,141,82,445,552,164,69,97,50,27,38,97,42,50,27,0,2860,2817,869,1230,212,216
"G3701570","1820","North Carolina","370","Rockingham","1570","Rockingham",771,341,225,101,746,433,251,106,37,14,5,8,48,19,8,11,0,4255,4095,1438,1536,64,86
"G3701590","1820","North Carolina","370","Rowan","1590","Rowan",1335,711,412,290,1249,718,463,203,45,14,11,10,27,14,13,5,0,10027,10462,2748,2633,80,59
"G3701610","1820","North Carolina","370","Rutherford","1610","Rutherford",637,611,190,85,749,711,250,88,12,7,2,2,7,4,5,2,0,6373,5616,1523,1798,23,18
"G3701630","1820","North Carolina","370","Sampson","1630","Sampson",722,353,279,120,675,354,265,89,42,26,13,11,39,16,16,10,0,2900,2978,1474,1383,92,81
"G3701690","1820","North Carolina","370","Stokes","1690","Stokes",534,278,181,72,533,296,193,117,54,22,17,13,41,12,22,14,0,5689,5945,1065,1139,106,89
"G3701710","1820","North Carolina","370","Surry","1710","Surry",336,193,118,64,298,192,107,57,34,16,5,10,18,14,9,6,0,5296,5547,711,654,65,47
"G3701770","1820","North Carolina","370","Tyrrell","1770","Tyrrell",313,161,120,53,305,152,97,60,12,9,1,5,10,7,4,3,0,1498,1509,647,614,27,24
"G3701830","1820","North Carolina","370","Wake","1830","Wake",1774,945,697,326,1819,847,658,351,180,79,55,42,160,105,64,49,0,5835,6116,3742,3675,356,378
"G3701850","1820","North Carolina","370","Warren","1850","Warren",1570,867,695,378,1546,822,566,310,45,24,10,22,29,27,10,23,0,2060,2154,3510,3244,101,89
"G3701870","1820","North Carolina","370","Washington","1870","Washington",379,233,182,87,369,186,148,83,24,11,5,3,16,11,5,2,0,1083,1159,881,786,43,34
"G3701910","1820","North Carolina","370","Wayne","1910","Wayne",848,402,264,136,748,411,244,109,45,16,7,9,33,23,14,10,0,2854,2867,1650,1512,77,80
"G3701930","1820","North Carolina","370","Wilkes","1930","Wilkes",298,146,90,49,291,178,103,36,31,14,11,14,32,20,13,8,0,4296,4337,583,608,70,73
"G3900010","1820","Ohio","390","Adams","0010","Adams",0,0,0,0,0,0,0,0,15,4,2,4,19,3,6,3,0,5358,4992,0,0,25,31
"G3900070","1820","Ohio","390","Ashtabula","0070","Ashtabula",0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,7,3878,3493,0,0,3,1
"G3900090","1820","Ohio","390","Athens","0090","Athens",0,0,0,0,0,0,0,0,10,2,3,0,2,4,2,3,0,3266,3046,0,0,15,11
"G3900130","1820","Ohio","390","Belmont","0130","Belmont",0,0,0,0,0,0,0,0,49,26,23,15,58,25,20,11,0,10247,9855,0,0,113,114
"G3900150","1820","Ohio","390","Brown","0150","Brown",0,0,0,0,0,0,0,0,64,48,27,21,84,38,36,20,0,6501,6517,0,0,160,178
"G3900170","1820","Ohio","390","Butler","0170","Butler",0,0,0,0,0,0,0,0,31,24,13,10,40,22,12,6,0,11206,10382,0,0,78,80
"G3900210","1820","Ohio","390","Champaign","0210","Champaign",0,0,0,0,0,0,0,0,31,8,20,8,42,20,13,7,0,4366,3964,0,0,67,82
"G3900230","1820","Ohio","390","Clark","0230","Clark",0,0,0,0,0,0,0,0,14,5,8,0,5,6,3,1,0,4970,4521,0,0,27,15
"G3900250","1820","Ohio","390","Clermont","0250","Clermont",0,0,0,0,0,0,0,0,4,4,3,2,6,4,2,4,0,8090,7701,0,0,13,16
"G3900270","1820","Ohio","390","Clinton","0270","Clinton",0,0,0,0,0,0,0,0,10,2,9,3,9,4,5,4,0,4104,3935,0,0,24,22
"G3900290","1820","Ohio","390","Columbiana","0290","Columbiana",0,0,0,0,0,0,0,0,39,23,19,10,26,21,17,5,0,11238,10635,0,0,91,69
"G3900310","1820","Ohio","390","Coshocton","0310","Coshocton",0,0,0,0,0,0,0,0,4,0,4,0,6,2,2,1,0,3705,3362,0,0,8,11
"G3900350","1820","Ohio","390","Cuyahoga","0350","Cuyahoga",0,0,0,0,0,0,0,0,18,8,5,2,9,6,4,2,0,3377,2897,0,0,33,21
"G3900370","1820","Ohio","390","Darke","0370","Darke",0,0,0,0,0,0,0,0,4,1,2,1,5,2,2,1,0,1939,1760,0,0,8,10
"G3900410","1820","Ohio","390","Delaware","0410","Delaware",0,0,0,0,0,0,0,0,4,4,4,7,5,5,4,4,0,3986,3616,0,0,19,18
"G3900450","1820","Ohio","390","Fairfield","0450","Fairfield",0,0,0,0,0,0,0,0,5,0,1,3,9,0,0,4,0,8691,7920,0,0,9,13
"G3900470","1820","Ohio","390","Fayette","0470","Fayette",0,0,0,0,0,0,0,0,2,2,5,3,5,5,2,1,0,3250,3041,0,0,12,13
"G3900490","1820","Ohio","390","Franklin","0490","Franklin",0,0,0,0,0,0,0,0,28,12,20,8,24,18,15,7,120,5332,4708,0,0,68,64
"G3900530","1820","Ohio","390","Gallia","0530","Gallia",0,0,0,0,0,0,0,0,46,16,10,13,20,23,8,5,0,3603,3354,0,0,85,56
"G3900550","1820","Ohio","390","Geauga","0550","Geauga",0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,4244,3541,0,0,6,0
"G3900570","1820","Ohio","390","Greene","0570","Greene",0,0,0,0,0,0,0,0,11,5,4,5,8,9,5,6,8,5366,5102,0,0,25,28
"G3900590","1820","Ohio","390","Guernsey","0590","Guernsey",0,0,0,0,0,0,0,0,12,11,5,2,11,7,1,3,0,4766,4474,0,0,30,22
"G3900610","1820","Ohio","390","Hamilton","0610","Hamilton",0,0,0,0,0,0,0,0,110,80,93,45,117,63,77,48,0,16262,14869,0,0,328,305
"G3900670","1820","Ohio","390","Harrison","0670","Harrison",0,0,0,0,0,0,0,0,9,4,5,3,2,4,1,0,0,7289,7028,0,0,21,7
"G3900710","1820","Ohio","390","Highland","0710","Highland",0,0,0,0,0,0,0,0,42,23,11,11,40,23,11,10,0,6256,5881,0,0,87,84
"G3900730","1820","Ohio","390","Hocking","0730","Hocking",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1099,1031,0,0,0,0
"G3900770","1820","Ohio","390","Huron","0770","Huron",0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,3678,2990,0,0,7,0
"G3900790","1820","Ohio","390","Jackson","0790","Jackson",0,0,0,0,0,0,0,0,9,3,4,2,12,1,3,2,0,1999,1711,0,0,18,18
"G3900810","1820","Ohio","390","Jefferson","0810","Jefferson",0,0,0,0,0,0,0,0,49,23,17,16,51,33,14,14,0,9462,8852,0,0,105,112
"G3900830","1820","Ohio","390","Knox","0830","Knox",0,0,0,0,0,0,0,0,4,2,1,3,2,3,4,1,0,4451,3855,0,0,10,10
"G3900870","1820","Ohio","390","Lawrence","0870","Lawrence",0,0,0,0,0,0,0,0,5,1,3,2,8,1,1,2,0,1819,1657,0,0,11,12
"G3900890","1820","Ohio","390","Licking","0890","Licking",0,0,0,0,0,0,0,0,8,3,5,5,9,3,4,1,0,6236,5587,0,0,21,17
"G3900910","1820","Ohio","390","Logan","0910","Logan",0,0,0,0,0,0,0,0,21,10,7,3,19,7,8,3,0,1639,1464,0,0,41,37
"G3900970","1820","Ohio","390","Madison","0970","Madison",0,0,0,0,0,0,0,0,4,4,0,4,4,3,1,2,0,2530,2247,0,0,12,10
"G3901030","1820","Ohio","390","Medina","1030","Medina",0,0,0,0,0,0,0,0,4,2,2,0,4,0,0,2,0,1723,1345,0,0,8,6
"G3901050","1820","Ohio","390","Meigs","1050","Meigs",0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2340,2137,0,0,0,3
"G3901090","1820","Ohio","390","Miami","1090","Miami",0,0,0,0,0,0,0,0,16,8,9,6,7,6,6,2,0,4573,4218,0,0,39,21
"G3901110","1820","Ohio","390","Monroe","1110","Monroe",0,0,0,0,0,0,0,0,1,3,1,1,2,2,0,1,0,2436,2198,0,0,6,5
"G3901130","1820","Ohio","390","Montgomery","1130","Montgomery",0,0,0,0,0,0,0,0,19,11,8,3,14,8,7,3,0,8279,7647,0,0,41,32
"G3901150","1820","Ohio","390","Morgan","1150","Morgan",0,0,0,0,0,0,0,0,0,2,0,3,4,3,2,1,0,2740,2542,0,0,5,10
"G3901190","1820","Ohio","390","Muskingum","1190","Muskingum",0,0,0,0,0,0,0,0,44,16,25,15,24,31,22,16,0,9470,8161,0,0,100,93
"G3901270","1820","Ohio","390","Perry","1270","Perry",0,0,0,0,0,0,0,0,2,0,4,0,8,1,1,2,0,4410,4001,0,0,6,12
"G3901290","1820","Ohio","390","Pickaway","1290","Pickaway",0,0,0,0,0,0,0,0,24,15,21,5,33,21,14,5,0,6748,6263,0,0,65,73
"G3901310","1820","Ohio","390","Pike","1310","Pike",0,0,0,0,0,0,0,0,30,13,12,8,29,17,9,4,0,2068,2063,0,0,63,59
"G3901330","1820","Ohio","390","Portage","1330","Portage",0,0,0,0,0,0,0,0,5,1,3,4,4,2,1,2,0,5396,4677,0,0,13,9
"G3901350","1820","Ohio","390","Preble","1350","Preble",0,0,0,0,0,0,0,0,3,11,2,4,3,6,1,2,0,5277,4928,0,0,20,12
"G3901390","1820","Ohio","390","Richland","1390","Richland",0,0,0,0,0,0,0,0,7,4,1,3,11,1,2,1,0,4897,4242,0,0,15,15
"G3901410","1820","Ohio","390","Ross","1410","Ross",0,0,0,0,0,0,0,0,113,40,59,21,133,39,75,22,0,10417,9700,0,0,233,269
"G3901430","1820","Ohio","390","Sandusky","1430","Sandusky",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,470,379,0,0,3,0
"G3901450","1820","Ohio","390","Scioto","1450","Scioto",0,0,0,0,0,0,0,0,6,3,8,4,7,3,5,0,0,2958,2756,0,0,21,15
"G3901490","1820","Ohio","390","Shelby","1490","Shelby",0,0,0,0,0,0,0,0,1,2,2,0,1,1,2,0,0,1114,983,0,0,5,4
"G3901510","1820","Ohio","390","Stark","1510","Stark",0,0,0,0,0,0,0,0,7,3,3,2,2,6,1,2,0,6500,5880,0,0,15,11
"G3901550","1820","Ohio","390","Trumbull","1550","Trumbull",0,0,0,0,0,0,0,0,27,5,5,1,2,2,6,2,4,8140,7352,0,0,38,12
"G3901570","1820","Ohio","390","Tuscarawas","1570","Tuscarawas",0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,4299,4025,0,0,2,2
"G3901590","1820","Ohio","390","Union","1590","Union",0,0,0,0,0,0,0,0,2,0,0,0,2,2,1,1,0,1010,978,0,0,2,6
"G3901650","1820","Ohio","390","Warren","1650","Warren",0,0,0,0,0,0,0,0,55,31,20,15,24,22,18,2,0,9195,8455,0,0,121,66
"G3901670","1820","Ohio","390","Washington","1670","Washington",0,0,0,0,0,0,0,0,26,6,12,8,21,8,10,8,0,5359,4967,0,0,52,47
"G3901690","1820","Ohio","390","Wayne","1690","Wayne",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6164,5769,0,0,0,0
"G3901730","1820","Ohio","390","Wood","1730","Wood",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,421,311,0,0,1,0
"G4200010","1820","Pennsylvania","420","Adams","0010","Adams",0,0,2,8,0,0,1,12,142,88,51,33,103,87,59,43,0,9500,9241,10,13,314,292
"G4200030","1820","Pennsylvania","420","Allegheny","0030","Allegheny",0,0,0,0,1,0,0,0,138,91,78,38,141,98,69,41,0,17875,16351,0,1,345,349
"G4200050","1820","Pennsylvania","420","Armstrong","0050","Armstrong",0,0,0,0,0,0,0,0,4,8,3,7,8,7,2,3,0,5279,5003,0,0,22,20
"G4200070","1820","Pennsylvania","420","Beaver","0070","Beaver",0,0,0,1,2,1,0,1,27,8,8,13,16,9,10,10,0,7802,7432,1,4,56,45
"G4200090","1820","Pennsylvania","420","Bedford","0090","Bedford",1,1,0,0,0,0,1,2,71,36,39,25,75,37,42,16,0,10312,9590,2,3,171,170
"G4200110","1820","Pennsylvania","420","Berks","0110","Berks",0,0,0,1,0,0,0,0,110,49,66,29,80,47,60,36,0,23287,22510,1,0,254,223
"G4200150","1820","Pennsylvania","420","Bradford","0150","Bradford",0,0,0,0,0,0,0,0,13,1,4,0,0,8,5,4,0,6052,5467,0,0,18,17
"G4200170","1820","Pennsylvania","420","Bucks","0170","Bucks",0,0,0,0,0,0,0,2,226,150,182,141,199,143,147,94,0,18417,18141,0,2,699,583
"G4200190","1820","Pennsylvania","420","Butler","0190","Butler",0,0,0,0,0,0,0,0,4,0,3,0,2,0,4,0,0,5385,4795,0,0,7,6
"G4200210","1820","Pennsylvania","420","Cambria","0210","Cambria",0,0,0,0,0,0,0,0,6,1,1,1,6,2,3,0,0,1685,1582,0,0,9,11
"G4200270","1820","Pennsylvania","420","Centre","0270","Centre",0,0,0,0,0,0,0,0,30,12,13,10,22,18,8,7,0,7082,6594,0,0,65,55
"G4200290","1820","Pennsylvania","420","Chester","0290","Chester",0,0,1,2,0,0,1,3,571,369,336,216,535,290,277,140,0,21270,20440,3,4,1492,1242
